time,nodeID,positionX,positionY,positionZ,quality
2026-01-13T15:59:52.183557,d238,21.652266,25.360195,1.3600805,56
2026-01-13T15:59:52.185067,d200,21.001173,25.953686,-2.5317879,15
2026-01-13T15:59:52.186656,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.187891,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.188931,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.189953,1bb3,-3.148253,25.416037,-0.093741275,97
2026-01-13T15:59:52.198547,49a2,-0.68782854,25.465601,-0.5176053,71
2026-01-13T15:59:52.230947,d284,NaN,NaN,NaN,0
2026-01-13T15:59:52.233129,87b0,22.886742,22.839386,1.8759543,69
2026-01-13T15:59:52.237032,5720,20.785467,22.866674,-1.7853124,65
2026-01-13T15:59:52.282571,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.284267,d238,21.658184,25.350449,1.3876013,54
2026-01-13T15:59:52.285449,d200,NaN,NaN,NaN,0
2026-01-13T15:59:52.286492,d43a,18.779644,10.93222,0.53452313,96
2026-01-13T15:59:52.287539,49a2,-0.65453845,25.458725,-0.8150444,70
2026-01-13T15:59:52.288444,1bb3,-3.0980461,25.425655,-0.38841739,97
2026-01-13T15:59:52.297114,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.298243,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.332529,5720,20.800156,22.874548,-1.8144332,63
2026-01-13T15:59:52.333788,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:52.334801,d284,20.266306,16.374752,-0.56657314,96
2026-01-13T15:59:52.336016,87b0,22.892763,22.850828,1.9164929,69
2026-01-13T15:59:52.340749,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.342368,d238,21.670336,25.352657,1.401405,56
2026-01-13T15:59:52.343708,d200,20.996668,25.947123,-1.2563639,13
2026-01-13T15:59:52.382036,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.384009,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.385552,1bb3,-3.0933735,25.397654,-0.2108722,97
2026-01-13T15:59:52.386902,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.431504,5720,20.785894,22.875523,-1.7964032,65
2026-01-13T15:59:52.433313,87b0,22.898182,22.852873,1.9279211,70
2026-01-13T15:59:52.435371,d43a,18.781208,11.051052,0.83269906,87
2026-01-13T15:59:52.476582,d284,20.275105,16.34807,-0.758737,88
2026-01-13T15:59:52.482880,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.484768,1bb3,-3.0900664,25.394468,-0.23144825,97
2026-01-13T15:59:52.486704,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.488358,d238,21.66057,25.356754,1.3936841,59
2026-01-13T15:59:52.489731,d200,20.994053,25.946543,-1.575931,15
2026-01-13T15:59:52.490962,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.492131,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.531900,5720,20.77317,22.884577,-1.799987,64
2026-01-13T15:59:52.533708,d284,20.269089,16.353752,-0.96007222,88
2026-01-13T15:59:52.535049,87b0,22.874825,22.861221,1.9016384,70
2026-01-13T15:59:52.536381,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.541522,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.542981,d43a,18.787092,11.157769,0.87963593,88
2026-01-13T15:59:52.544243,1bb3,-3.0726879,25.391081,0.0706281,97
2026-01-13T15:59:52.581932,d238,21.650232,25.352739,1.4030232,56
2026-01-13T15:59:52.583424,d200,20.994627,25.941387,-1.8129876,15
2026-01-13T15:59:52.595537,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.596957,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.631863,d284,20.253292,16.345671,-1.036979,87
2026-01-13T15:59:52.633692,87b0,22.878595,22.856398,1.9337332,69
2026-01-13T15:59:52.635110,5720,20.772827,22.878971,-1.7831955,65
2026-01-13T15:59:52.636481,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.638062,d43a,18.798859,11.240962,1.1592364,89
2026-01-13T15:59:52.682338,d238,21.639973,25.354948,1.373461,62
2026-01-13T15:59:52.684303,d200,20.999094,25.937574,-1.9983325,14
2026-01-13T15:59:52.685684,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.686920,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.687992,1bb3,-3.0801694,25.385904,-0.054059882,97
2026-01-13T15:59:52.694049,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.731707,5720,20.777435,22.901663,-1.812876,62
2026-01-13T15:59:52.740787,d284,20.282265,16.358461,-1.1917429,87
2026-01-13T15:59:52.742108,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.743585,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.744743,d238,21.654133,25.359751,1.4229441,51
2026-01-13T15:59:52.745929,1bb3,-3.0463111,25.380539,0.22358714,97
2026-01-13T15:59:52.747223,87b0,22.893702,22.872948,1.864383,74
2026-01-13T15:59:52.748299,d200,20.997866,25.937342,-2.1270974,15
2026-01-13T15:59:52.749205,d43a,18.841564,11.319093,1.2999824,91
2026-01-13T15:59:52.750350,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.751276,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.831364,87b0,22.916174,22.898911,1.8607976,71
2026-01-13T15:59:52.832724,5720,20.775301,22.905258,-1.8280815,76
2026-01-13T15:59:52.833986,d284,20.256773,16.361931,-1.1970203,87
2026-01-13T15:59:52.836464,49a2,-0.59974617,25.397436,0.54007465,99
2026-01-13T15:59:52.841805,1bb3,-3.0543821,25.382034,0.12252739,97
2026-01-13T15:59:52.843178,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.844452,d238,21.657614,25.367109,1.4435083,54
2026-01-13T15:59:52.845991,d200,21.008528,25.925426,-2.2232835,16
2026-01-13T15:59:52.847131,d43a,18.88361,11.391366,1.3984287,91
2026-01-13T15:59:52.848371,4110,NaN,NaN,NaN,0
